sold_price_raw,living_area_raw,plot_area_raw,rooms_raw,operating_cost_raw,latitude,longitude,house_age,type_Parhus,type_Radhus,type_Villa,plot_living_ratio,dist_partille_center_km,dist_gbg_center_km,dist_partille_station_km,dist_jonsered_station_km,dist_ostra_km,dist_e20_partille_km,dist_e45_gamlestadsmotet_km,dist_e20_jonsered_lerum_km,dist_rv40_landvetter_km,dist_delsjon_km,dist_kasjon_km,dist_partille_golf_km,dist_jonsered_herrgard_km,min_dist_center_km,min_dist_transport_km,min_dist_workplace_km,min_dist_infrastructure_km,min_dist_recreation_km,sold_year,sold_month,rooms_missing
7600000,174.0,1139.0,5.0,3144.0,57.704247,12.140899,79.0,False,False,True,6.545977011494253,4.4,9.9,4.4,5.4,5.6,4.5,7.5,5.3,9.5,6.1,6.9,4.2,5.7,4.4,4.4,5.6,4.5,4.2,2022,5,0
5300000,128.0,184.0,4.0,2988.0,57.741812,12.087211,45.0,False,True,False,1.4375,1.2,7.6,1.2,5.2,3.2,1.2,4.3,5.2,13.9,3.6,5.5,3.2,5.0,1.2,1.2,3.2,1.2,3.2,2022,5,0
4380000,71.0,180.0,5.0,2975.0,57.737307,12.062619,88.0,False,True,False,2.535211267605634,2.6,6.1,2.6,6.7,2.0,2.7,2.7,6.7,15.0,2.3,7.0,4.7,6.6,2.6,2.6,2.0,2.7,2.3,2022,2,0
6600000,167.0,1088.0,7.0,2238.0,57.745228,12.100551,62.0,False,False,True,6.514970059880239,0.7,8.5,0.7,4.4,4.0,0.6,5.1,4.3,13.4,4.5,4.6,2.4,4.2,0.7,0.7,4.0,0.6,2.4,2022,4,0
5760000,129.0,152.0,5.0,3638.0,57.730626,12.129845,44.0,False,True,False,1.178294573643411,1.7,9.5,1.7,3.4,4.8,1.7,6.4,3.3,11.1,5.3,4.4,1.5,3.4,1.7,1.7,4.8,1.7,1.5,2022,1,0
14000000,196.0,1081.0,6.0,5225.0,57.68319,12.095963,11.0,False,False,True,5.51530612244898,6.3,7.8,6.3,8.7,4.9,6.5,6.5,8.6,11.9,5.2,10.0,7.1,8.9,6.3,6.3,4.9,6.5,5.2,2022,2,0
6520000,160.0,205.0,0.0,2982.0,57.714729,12.078086,54.0,False,True,False,1.28125,3.2,6.2,3.3,6.9,1.7,3.4,3.6,6.8,13.4,2.2,7.7,4.9,6.9,3.2,3.3,1.7,3.4,2.2,2022,5,1
4750000,67.0,228.0,0.0,2982.0,57.729684,12.053644,89.0,False,True,False,3.4029850746268657,3.3,5.2,3.4,7.5,1.0,3.5,1.9,7.4,15.2,1.3,7.9,5.4,7.3,3.3,3.4,1.0,1.9,1.3,2022,5,1
7325000,112.0,735.0,5.0,3167.0,57.727156,12.090456,81.0,False,False,True,6.5625,1.7,7.2,1.7,5.5,2.5,1.8,4.1,5.5,13.1,3.0,6.2,3.5,5.5,1.7,1.7,2.5,1.8,3.0,2022,3,0
6350000,104.0,336.0,5.0,2825.0,57.733548,12.043971,59.0,False,False,True,3.230769230769231,3.8,4.9,3.8,7.9,1.5,3.9,1.5,7.9,15.9,1.5,8.2,5.9,7.7,3.8,3.8,1.5,1.5,1.5,2021,12,0
6150000,137.0,408.0,6.0,2595.0,57.733808,12.11721,56.0,False,False,True,2.978102189781022,0.9,8.9,0.9,3.8,4.2,1.0,5.7,3.7,11.9,4.7,4.6,1.7,3.8,0.9,0.9,4.2,1.0,1.7,2022,1,0
3200000,45.0,1545.0,0.0,2982.0,57.705096,12.174695,80.0,False,False,True,34.333333333333336,5.6,11.9,5.6,4.9,7.5,5.6,9.4,4.8,7.5,8.1,6.6,4.6,5.4,5.6,4.9,7.5,4.8,4.6,2022,4,1
5680000,136.0,360.0,7.0,1908.0,57.728557,12.050409,89.0,False,False,True,2.6470588235294117,3.5,5.0,3.6,7.7,0.9,3.7,1.7,7.6,15.4,1.1,8.1,5.6,7.6,3.5,3.6,0.9,1.7,1.1,2022,4,0
4350000,116.0,166.0,6.0,3354.0,57.745079,12.11448,66.0,False,True,False,1.4310344827586208,0.8,9.2,0.7,3.6,4.6,0.6,5.9,3.5,12.7,5.1,3.9,1.6,3.4,0.8,0.7,4.6,0.6,1.6,2022,4,0
6100000,136.0,148.0,0.0,3312.0,57.718228,12.082876,51.0,False,True,False,1.088235294117647,2.8,6.5,2.8,6.4,1.9,2.9,3.8,6.3,13.2,2.4,7.2,4.4,6.4,2.8,2.8,1.9,2.9,2.4,2022,4,1
6850000,120.0,141.0,5.0,3045.0,57.730418,12.088078,45.0,False,True,False,1.175,1.5,7.2,1.5,5.5,2.5,1.7,4.0,5.4,13.3,3.0,6.1,3.4,5.4,1.5,1.5,2.5,1.7,3.0,2022,4,0
6200000,69.0,780.0,0.0,2982.0,57.729672,12.077553,88.0,False,False,True,11.304347826086957,2.0,6.5,2.1,6.1,1.9,2.2,3.3,6.1,13.9,2.4,6.7,4.0,6.0,2.0,2.1,1.9,2.2,2.4,2022,4,1
5450000,86.0,834.0,4.0,2492.0,57.726164,12.09146,79.0,False,False,True,9.69767441860465,1.7,7.2,1.8,5.5,2.5,1.9,4.2,5.5,13.0,3.0,6.3,3.5,5.5,1.7,1.8,2.5,1.9,3.0,2022,2,0
5650000,75.0,1539.0,0.0,2982.0,57.701811,12.175287,66.0,False,False,True,20.52,5.9,11.9,5.9,5.3,7.7,5.9,9.5,5.2,7.4,8.2,7.0,4.9,5.7,5.9,5.3,7.7,5.2,4.9,2022,4,1
9850000,223.0,730.0,9.0,4198.0,57.720419,12.066071,73.0,False,False,True,3.273542600896861,3.2,5.6,3.3,7.2,0.9,3.4,2.7,7.1,14.2,1.4,7.8,5.1,7.1,3.2,3.3,0.9,2.7,1.4,2021,12,0
5550000,129.0,196.0,0.0,2982.0,57.731527,12.125573,44.0,False,True,False,1.5193798449612403,1.4,9.3,1.4,3.5,4.6,1.5,6.2,3.4,11.4,5.1,4.5,1.5,3.5,1.4,1.4,4.6,1.5,1.5,2022,4,1
9620000,183.0,798.0,7.0,5041.0,57.726256,12.090394,80.0,False,False,True,4.360655737704918,1.8,7.1,1.8,5.6,2.4,1.9,4.1,5.5,13.0,3.0,6.3,3.5,5.6,1.8,1.8,2.4,1.9,3.0,2022,4,0
6775000,158.0,279.0,6.0,3296.0,57.730173,12.089156,46.0,False,True,False,1.7658227848101267,1.5,7.2,1.5,5.5,2.5,1.6,4.0,5.4,13.3,3.0,6.1,3.4,5.4,1.5,1.5,2.5,1.6,3.0,2022,4,0
3850000,70.0,165.0,5.0,2654.0,57.728143,12.045773,87.0,False,False,True,2.357142857142857,3.8,4.7,3.9,8.0,0.9,4.0,1.5,7.9,15.6,0.9,8.3,5.9,7.8,3.8,3.9,0.9,1.5,0.9,2022,3,0
5000000,120.0,1222.0,0.0,2982.0,57.7486,12.156895,80.0,False,False,True,10.183333333333334,3.2,11.7,3.1,1.0,7.0,3.0,8.4,1.0,10.9,7.5,1.9,1.2,0.9,3.2,1.0,7.0,1.0,0.9,2022,4,1
6600000,121.0,488.0,5.0,3642.0,57.728837,12.053562,89.0,False,False,True,4.033057851239669,3.4,5.2,3.4,7.5,0.9,3.5,1.9,7.4,15.2,1.2,7.9,5.4,7.4,3.4,3.4,0.9,1.9,1.2,2022,1,0
10500000,167.0,730.0,7.0,4110.0,57.714266,12.064672,62.0,False,False,True,4.37125748502994,3.8,5.4,3.8,7.6,1.1,3.9,2.9,7.5,14.1,1.5,8.3,5.5,7.6,3.8,3.8,1.1,2.9,1.5,2022,2,0
7700000,130.0,692.0,5.0,3000.0,57.722766,12.091061,79.0,False,False,True,5.323076923076923,2.1,7.1,2.1,5.7,2.4,2.3,4.2,5.7,12.9,2.9,6.5,3.7,5.7,2.1,2.1,2.4,2.3,2.9,2022,4,0
3650000,74.0,1333.0,5.0,2982.0,57.742919,12.156433,80.0,False,False,True,18.013513513513512,3.0,11.4,3.0,1.3,6.7,2.9,8.2,1.2,10.5,7.3,2.5,0.9,1.4,3.0,1.3,6.7,1.2,0.9,2022,3,0
6400000,110.0,1502.0,0.0,2982.0,57.701132,12.141833,67.0,False,False,True,13.654545454545454,4.8,10.0,4.8,5.7,5.8,4.9,7.7,5.6,9.3,6.3,7.2,4.6,6.0,4.8,4.8,5.8,4.9,4.6,2022,4,1
8000000,150.0,760.0,5.0,2982.0,57.734125,12.042142,87.0,False,False,True,5.066666666666666,3.9,4.9,3.9,8.0,1.6,4.0,1.5,7.9,16.0,1.5,8.2,6.0,7.8,3.9,3.9,1.6,1.5,1.5,2021,10,0
6110000,115.0,307.0,5.0,2982.0,57.700508,12.140086,29.0,True,False,False,2.6695652173913045,4.8,9.9,4.8,5.8,5.7,4.9,7.6,5.7,9.4,6.2,7.3,4.6,6.1,4.8,4.8,5.7,4.9,4.6,2021,11,0
7100000,107.0,442.0,0.0,2982.0,57.729011,12.052926,89.0,False,False,True,4.130841121495327,3.4,5.2,3.4,7.5,0.9,3.5,1.9,7.5,15.2,1.2,7.9,5.5,7.4,3.4,3.4,0.9,1.9,1.2,2022,4,1
6700000,120.0,573.0,6.0,2656.0,57.724244,12.076009,66.0,False,False,True,4.775,2.5,6.3,2.5,6.5,1.5,2.6,3.2,6.4,13.8,2.1,7.1,4.4,6.4,2.5,2.5,1.5,2.6,2.1,2022,2,0
6400000,108.0,1246.0,6.0,2982.0,57.726032,12.092004,78.0,False,False,True,11.537037037037036,1.7,7.2,1.8,5.5,2.5,1.9,4.2,5.4,12.9,3.0,6.3,3.4,5.5,1.7,1.8,2.5,1.9,3.0,2022,4,0
6250000,111.0,161.0,5.0,3289.0,57.711635,12.085758,50.0,False,True,False,1.4504504504504505,3.3,6.6,3.4,6.7,2.3,3.5,4.2,6.6,12.8,2.8,7.7,4.7,6.8,3.3,3.4,2.3,3.5,2.8,2021,11,0
4350000,80.0,186.0,4.0,2769.0,57.738531,12.059949,80.0,False,True,False,2.325,2.8,6.0,2.8,6.9,2.1,2.9,2.6,6.8,15.2,2.3,7.1,4.9,6.7,2.8,2.8,2.1,2.6,2.3,2021,11,0
4870000,80.0,168.0,4.0,2982.0,57.742824,12.053667,78.0,False,True,False,2.1,3.2,6.0,3.2,7.2,2.5,3.2,2.6,7.1,15.8,2.6,7.2,5.2,6.9,3.2,3.2,2.5,2.6,2.6,2021,12,0
6800000,124.0,649.0,4.0,3521.0,57.712894,12.076824,53.0,False,False,True,5.233870967741935,3.4,6.1,3.5,7.1,1.8,3.6,3.6,7.0,13.4,2.2,7.9,5.0,7.1,3.4,3.5,1.8,3.6,2.2,2021,11,0
5400000,116.0,230.0,0.0,2982.0,57.704206,12.147836,33.0,False,False,False,1.9827586206896552,4.6,10.3,4.7,5.3,6.0,4.7,7.9,5.2,9.1,6.5,6.8,4.3,5.6,4.6,4.7,6.0,4.7,4.3,2022,4,1
8850000,307.0,741.0,0.0,2982.0,57.734491,12.093614,64.0,False,False,True,2.413680781758958,0.9,7.6,1.0,5.0,3.0,1.1,4.4,5.0,13.2,3.5,5.6,3.0,4.9,0.9,1.0,3.0,1.1,3.0,2022,3,1
3600000,119.0,234.0,5.0,2148.0,57.752324,12.077321,12.0,False,True,False,1.9663865546218486,2.2,7.8,2.2,5.7,3.9,2.2,4.4,5.7,15.0,4.1,5.6,4.0,5.4,2.2,2.2,3.9,2.2,4.0,2022,3,0
4200000,58.0,558.0,6.0,3473.0,57.741189,12.067598,76.0,False,False,True,9.620689655172415,2.3,6.6,2.3,6.4,2.5,2.4,3.2,6.3,14.9,2.8,6.5,4.4,6.2,2.3,2.3,2.5,2.4,2.8,2022,1,0
4000000,75.0,166.0,3.0,2738.0,57.700594,12.147885,26.0,True,False,False,2.2133333333333334,5.0,10.3,5.0,5.7,6.2,5.1,8.0,5.5,9.0,6.7,7.2,4.7,6.0,5.0,5.0,6.2,5.1,4.7,2021,12,0
6350000,162.0,1111.0,7.0,3867.0,57.763902,12.150748,40.0,False,False,True,6.8580246913580245,3.8,12.1,3.7,2.1,7.6,3.6,8.7,2.2,12.3,8.1,1.1,2.5,1.6,3.8,2.1,7.6,2.2,1.1,2021,12,0
9200000,146.0,1284.0,7.0,2982.0,57.69829466,12.13243822,21.0,False,False,True,8.794520547945206,4.8,9.5,4.9,6.2,5.4,5.0,7.3,6.1,9.8,5.9,7.7,4.9,6.5,4.8,4.9,5.4,5.0,4.9,2022,3,0
6625000,139.0,272.0,0.0,2982.0,57.716998,12.080591,52.0,False,True,False,1.9568345323741008,2.9,6.4,3.0,6.6,1.8,3.1,3.7,6.5,13.3,2.3,7.4,4.6,6.6,2.9,3.0,1.8,3.1,2.3,2022,3,1
7050000,137.0,172.0,4.0,3380.0,57.726127,12.083232,20.0,False,True,False,1.2554744525547445,2.0,6.7,2.1,6.0,2.0,2.2,3.7,5.9,13.4,2.5,6.6,3.9,5.9,2.0,2.1,2.0,2.2,2.5,2022,3,0
10230000,290.0,898.0,10.0,5728.0,57.733823,12.045763,79.0,False,False,True,3.0965517241379312,3.7,5.1,3.7,7.8,1.5,3.8,1.6,7.7,15.8,1.5,8.1,5.8,7.6,3.7,3.7,1.5,1.6,1.5,2022,3,0
6955000,123.0,152.0,5.0,2982.0,57.69990904,12.14540417,7.0,False,True,False,1.2357723577235773,5.0,10.2,5.0,5.8,6.1,5.1,7.9,5.7,9.1,6.5,7.3,4.7,6.1,5.0,5.0,6.1,5.1,4.7,2021,10,0
7000000,138.0,364.0,0.0,2982.0,57.734942,12.144239,5.0,False,False,False,2.63768115942029,2.3,10.5,2.3,2.4,5.8,2.3,7.3,2.3,10.6,6.3,3.6,0.8,2.5,2.3,2.3,5.8,2.3,0.8,2022,3,1
8555000,122.0,315.0,5.0,2800.0,57.716125,12.06966,9.0,False,False,True,2.581967213114754,3.4,5.7,3.4,7.2,1.2,3.6,3.1,7.1,13.9,1.7,8.0,5.2,7.2,3.4,3.4,1.2,3.1,1.7,2022,3,0
6100000,111.0,480.0,5.0,3235.0,57.741715,12.088446,64.0,False,False,True,4.324324324324325,1.1,7.7,1.1,5.1,3.2,1.2,4.3,5.1,13.9,3.7,5.4,3.1,4.9,1.1,1.1,3.2,1.2,3.1,2022,3,0
5750000,143.0,1175.0,7.0,4557.0,57.721445,12.140331,69.0,False,False,True,8.216783216783217,2.9,9.9,2.9,3.7,5.3,2.9,7.1,3.6,10.1,5.8,5.1,2.3,3.9,2.9,2.9,5.3,2.9,2.3,2022,3,0
4580000,75.0,527.0,5.0,3208.0,57.736175,12.056443,88.0,False,False,True,7.026666666666666,3.0,5.7,3.0,7.1,1.8,3.1,2.3,7.1,15.3,2.0,7.4,5.1,6.9,3.0,3.0,1.8,2.3,2.0,2022,1,0
4500000,94.0,194.0,3.0,2466.0,57.703904,12.147222,33.0,True,False,False,2.0638297872340425,4.7,10.3,4.7,5.3,6.0,4.7,7.9,5.2,9.1,6.5,6.9,4.3,5.7,4.7,4.7,6.0,4.7,4.3,2021,11,0
3850000,63.0,243.0,3.0,2268.0,57.700985,12.147284,27.0,True,False,False,3.857142857142857,4.9,10.3,4.9,5.6,6.1,5.0,8.0,5.5,9.0,6.6,7.2,4.6,6.0,4.9,4.9,6.1,5.0,4.6,2021,11,0
5750000,143.0,261.0,0.0,2982.0,57.746673,12.175586,41.0,False,True,False,1.8251748251748252,4.2,12.7,4.1,0.3,7.9,4.1,9.4,0.3,9.9,8.5,2.0,2.1,0.8,4.2,0.3,7.9,0.3,0.8,2022,3,1
6100000,82.0,597.0,4.0,2424.0,57.72255,12.084779,79.0,False,False,True,7.280487804878049,2.3,6.7,2.3,6.1,2.0,2.5,3.8,6.0,13.2,2.6,6.8,4.0,6.1,2.3,2.3,2.0,2.5,2.6,2022,3,0
5560000,101.0,397.3,5.0,2863.0,57.7406963,12.0709031,76.0,False,True,False,3.9336633663366336,2.1,6.7,2.1,6.2,2.5,2.2,3.3,6.1,14.7,2.9,6.4,4.2,6.0,2.1,2.1,2.5,2.2,2.9,2022,3,0
10600000,230.0,1592.0,7.0,2982.0,57.696295,12.138589,78.0,False,False,True,6.921739130434783,5.2,9.8,5.2,6.3,5.9,5.3,7.7,6.2,9.4,6.3,7.8,5.1,6.6,5.2,5.2,5.9,5.3,5.1,2022,3,0
8000000,138.0,1109.0,6.0,3625.0,57.701465,12.138701,62.0,False,False,True,8.03623188405797,4.7,9.8,4.7,5.7,5.6,4.8,7.5,5.6,9.5,6.1,7.2,4.5,6.0,4.7,4.7,5.6,4.8,4.5,2022,3,0
8500000,138.0,350.0,7.0,2433.0,57.682969,12.101216,7.0,False,False,True,2.536231884057971,6.3,8.1,6.3,8.6,5.1,6.5,6.8,8.5,11.6,5.4,9.9,7.0,8.8,6.3,6.3,5.1,6.5,5.4,2021,10,0
8635000,157.0,1285.0,7.0,3231.0,57.730863,12.12524,44.0,False,False,True,8.184713375796179,1.5,9.3,1.5,3.6,4.6,1.5,6.2,3.5,11.4,5.1,4.6,1.6,3.6,1.5,1.5,4.6,1.5,1.6,2021,10,0
8800000,160.0,1455.0,6.0,2976.0,57.6965361,12.1324275,37.0,False,False,True,9.09375,5.0,9.5,5.1,6.4,5.5,5.1,7.4,6.3,9.8,6.0,7.9,5.1,6.7,5.0,5.1,5.5,5.1,5.1,2022,3,0
7500000,200.0,1142.0,7.0,3943.0,57.74353162,12.10473411,115.0,False,False,True,5.71,0.4,8.6,0.4,4.2,4.1,0.3,5.3,4.1,13.1,4.5,4.5,2.2,4.0,0.4,0.4,4.1,0.3,2.2,2022,3,0
4350000,70.0,165.0,5.0,2639.0,57.727656,12.044536,87.0,False,False,True,2.357142857142857,3.9,4.6,3.9,8.1,0.9,4.0,1.4,8.0,15.7,0.8,8.4,6.0,7.9,3.9,3.9,0.9,1.4,0.8,2022,2,0
11900000,49.0,2320.0,0.0,2982.0,57.700004,12.125387,64.0,False,False,True,47.3469387755102,4.5,9.0,4.6,6.2,5.0,4.7,6.8,6.1,10.3,5.4,7.6,4.8,6.5,4.5,4.6,5.0,4.7,4.8,2022,3,1
4750000,116.0,167.0,5.0,3442.0,57.745345,12.114341,66.0,False,False,False,1.4396551724137931,0.8,9.2,0.7,3.6,4.7,0.6,5.9,3.5,12.7,5.1,3.9,1.6,3.4,0.8,0.7,4.7,0.6,1.6,2022,2,0
6700000,144.0,300.0,6.0,3318.0,57.719796,12.128654,46.0,True,False,False,2.0833333333333335,2.6,9.2,2.6,4.3,4.6,2.7,6.4,4.2,10.7,5.2,5.5,2.6,4.4,2.6,2.6,4.6,2.7,2.6,2022,2,0
6750000,163.0,205.0,5.0,4054.0,57.714821,12.07739,54.0,False,True,False,1.2576687116564418,3.2,6.1,3.3,6.9,1.7,3.4,3.6,6.8,13.4,2.2,7.7,4.9,6.9,3.2,3.3,1.7,3.4,2.2,2021,10,0
6950000,81.0,1105.0,0.0,2982.0,57.704408,12.139678,89.0,False,False,True,13.641975308641975,4.4,9.8,4.4,5.4,5.6,4.5,7.4,5.3,9.5,6.1,6.9,4.2,5.7,4.4,4.4,5.6,4.5,4.2,2022,3,1
7150000,118.0,540.3,5.0,2708.0,57.72971363,12.08192288,29.0,True,False,False,4.578813559322033,1.8,6.8,1.9,5.9,2.1,2.0,3.6,5.8,13.7,2.6,6.4,3.8,5.8,1.8,1.9,2.1,2.0,2.6,2022,3,0
6125000,115.0,548.0,4.0,3124.0,57.726397,12.062647,105.0,False,False,True,4.765217391304348,3.0,5.6,3.0,7.1,0.9,3.1,2.4,7.0,14.6,1.4,7.6,5.0,7.0,3.0,3.0,0.9,2.4,1.4,2022,3,0
6100000,129.0,360.0,5.0,2982.0,57.740936,12.072224,60.0,False,False,False,2.7906976744186047,2.0,6.8,2.1,6.1,2.6,2.1,3.4,6.1,14.7,2.9,6.3,4.1,5.9,2.0,2.1,2.6,2.1,2.9,2021,10,0
5150000,85.0,110.0,4.0,2982.0,57.738952,12.061057,62.0,False,True,False,1.2941176470588236,2.7,6.1,2.7,6.8,2.1,2.8,2.7,6.7,15.2,2.4,7.0,4.8,6.6,2.7,2.7,2.1,2.7,2.4,2021,9,0
5650000,142.0,1539.0,6.0,3676.0,57.701811,12.175287,66.0,False,False,True,10.838028169014084,5.9,11.9,5.9,5.3,7.7,5.9,9.5,5.2,7.4,8.2,7.0,4.9,5.7,5.9,5.3,7.7,5.2,4.9,2022,3,0
5900000,135.0,1128.0,6.0,3457.0,57.733865,12.130798,64.0,False,False,True,8.355555555555556,1.6,9.7,1.6,3.1,5.0,1.6,6.5,3.0,11.2,5.5,4.1,1.1,3.1,1.6,1.6,5.0,1.6,1.1,2021,12,0
4450000,54.0,527.0,0.0,3632.0,57.741026,12.051326,80.0,False,False,True,9.75925925925926,3.3,5.8,3.3,7.3,2.3,3.4,2.4,7.3,15.8,2.4,7.4,5.3,7.1,3.3,3.3,2.3,2.4,2.4,2021,11,1
10500000,186.0,897.0,9.0,3087.0,57.714812,12.069246,50.0,False,False,True,4.82258064516129,3.5,5.7,3.6,7.3,1.3,3.7,3.1,7.2,13.9,1.7,8.1,5.3,7.3,3.5,3.6,1.3,3.1,1.7,2022,2,0
5305000,120.0,475.0,6.0,3125.0,57.738596,12.136523,60.0,False,False,True,3.9583333333333335,1.8,10.2,1.8,2.5,5.5,1.7,7.0,2.4,11.2,6.0,3.5,0.5,2.5,1.8,1.8,5.5,1.7,0.5,2022,1,0
7710000,125.0,801.0,5.0,2974.0,57.7224476,12.0647829,90.0,False,False,True,6.408,3.1,5.6,3.2,7.1,0.8,3.3,2.6,7.1,14.4,1.4,7.7,5.1,7.1,3.1,3.2,0.8,2.6,1.4,2022,2,0
5975000,158.0,638.0,6.0,4134.0,57.722817,12.127524,46.0,False,True,False,4.037974683544304,2.2,9.2,2.3,4.1,4.6,2.3,6.3,3.9,10.9,5.1,5.2,2.3,4.2,2.2,2.3,4.6,2.3,2.3,2021,10,0
7700000,116.0,337.0,4.0,2982.0,57.716559,12.063159,63.0,False,True,False,2.9051724137931036,3.6,5.3,3.7,7.5,0.9,3.8,2.7,7.4,14.3,1.3,8.2,5.5,7.5,3.6,3.7,0.9,2.7,1.3,2021,12,0
8500000,130.0,786.0,0.0,2982.0,57.701417,12.140938,10.0,False,False,False,6.046153846153846,4.7,9.9,4.7,5.7,5.8,4.8,7.6,5.6,9.4,6.2,7.2,4.5,6.0,4.7,4.7,5.8,4.8,4.5,2022,2,1
5900000,117.0,139.0,0.0,2982.0,57.729589,12.088766,45.0,False,True,False,1.188034188034188,1.5,7.2,1.6,5.5,2.5,1.7,4.0,5.4,13.3,3.0,6.1,3.4,5.4,1.5,1.6,2.5,1.7,3.0,2022,2,1
7075000,132.0,653.0,5.0,2357.0,57.717377,12.084541,49.0,False,False,True,4.946969696969697,2.8,6.6,2.8,6.4,2.0,3.0,3.9,6.3,13.1,2.6,7.2,4.4,6.4,2.8,2.8,2.0,3.0,2.6,2021,10,0
6625000,168.0,207.0,0.0,2982.0,57.713097,12.078621,54.0,False,True,False,1.2321428571428572,3.4,6.2,3.4,7.0,1.8,3.5,3.7,6.9,13.3,2.3,7.8,4.9,7.0,3.4,3.4,1.8,3.5,2.3,2022,2,1
7100000,186.0,876.0,0.0,2982.0,57.728279,12.083781,38.0,False,False,True,4.709677419354839,1.8,6.8,1.9,5.8,2.1,2.0,3.7,5.8,13.5,2.6,6.5,3.8,5.8,1.8,1.9,2.1,2.0,2.6,2022,2,1
6950000,125.0,152.0,5.0,2982.0,57.699752,12.145618,7.0,False,True,False,1.216,5.0,10.2,5.0,5.8,6.1,5.1,8.0,5.7,9.1,6.6,7.3,4.7,6.1,5.0,5.0,6.1,5.1,4.7,2021,10,0
6200000,132.0,780.0,6.0,3667.0,57.729672,12.077553,88.0,False,False,True,5.909090909090909,2.0,6.5,2.1,6.1,1.9,2.2,3.3,6.1,13.9,2.4,6.7,4.0,6.0,2.0,2.1,1.9,2.2,2.4,2022,2,0
7925000,159.0,977.0,6.0,5025.0,57.71533,12.064065,62.0,False,False,True,6.144654088050315,3.7,5.4,3.7,7.5,1.0,3.9,2.8,7.5,14.2,1.4,8.3,5.5,7.5,3.7,3.7,1.0,2.8,1.4,2021,11,0
5775000,99.0,186.0,5.0,4091.0,57.713084,12.059427,63.0,False,True,False,1.878787878787879,4.1,5.1,4.1,7.9,1.0,4.2,2.7,7.8,14.4,1.3,8.7,5.9,7.9,4.1,4.1,1.0,2.7,1.3,2021,11,0
5500000,76.0,553.0,0.0,2982.0,57.740294,12.067402,76.0,False,False,True,7.276315789473684,2.3,6.5,2.3,6.4,2.4,2.4,3.1,6.3,14.9,2.7,6.6,4.4,6.2,2.3,2.3,2.4,2.4,2.7,2022,2,1
4750000,75.0,227.0,4.0,2950.0,57.729684,12.053644,89.0,False,True,False,3.026666666666667,3.3,5.2,3.4,7.5,1.0,3.5,1.9,7.4,15.2,1.3,7.9,5.4,7.3,3.3,3.4,1.0,1.9,1.3,2022,2,0
7000000,100.0,325.0,5.0,1875.0,57.683809,12.100964,7.0,False,False,True,3.25,6.2,8.0,6.2,8.5,5.1,6.4,6.7,8.4,11.6,5.4,9.8,6.9,8.7,6.2,6.2,5.1,6.4,5.4,2022,2,0
7300000,146.0,617.0,6.0,2621.0,57.727782,12.063459,88.0,False,False,True,4.226027397260274,2.9,5.7,2.9,7.0,1.1,3.0,2.5,6.9,14.6,1.5,7.5,4.9,6.9,2.9,2.9,1.1,2.5,1.5,2022,1,0
6825000,173.0,1252.0,7.0,3292.0,57.720947,12.13461,88.0,False,False,True,7.236994219653179,2.7,9.6,2.7,3.9,5.0,2.7,6.7,3.8,10.4,5.5,5.3,2.4,4.1,2.7,2.7,5.0,2.7,2.4,2021,11,0
5550000,81.0,160.0,4.0,2928.0,57.730169,12.086619,73.0,False,False,True,1.9753086419753085,1.6,7.1,1.6,5.6,2.4,1.7,3.9,5.5,13.4,2.9,6.2,3.5,5.5,1.6,1.6,2.4,1.7,2.9,2022,2,0
8150000,190.0,990.0,7.0,2838.0,57.73250474,12.12154737,100.0,False,False,True,5.2105263157894735,1.2,9.1,1.2,3.6,4.4,1.2,6.0,3.5,11.6,4.9,4.5,1.6,3.6,1.2,1.2,4.4,1.2,1.6,2021,10,0
6900000,129.0,1201.0,0.0,2982.0,57.71992,12.132927,44.0,False,False,True,9.310077519379846,2.7,9.5,2.7,4.1,4.9,2.8,6.7,4.0,10.4,5.4,5.4,2.5,4.3,2.7,2.7,4.9,2.8,2.5,2022,2,1
2300000,59.0,493.0,0.0,2982.0,57.740143,12.072506,76.0,False,False,True,8.35593220338983,2.0,6.8,2.0,6.1,2.5,2.1,3.4,6.0,14.6,2.9,6.3,4.1,5.9,2.0,2.0,2.5,2.1,2.9,2022,2,1
4500000,103.0,5465.0,0.0,2982.0,57.762539,12.142902,97.0,False,False,True,53.05825242718446,3.3,11.6,3.3,2.3,7.2,3.2,8.2,2.4,12.5,7.6,1.5,2.3,1.8,3.3,2.3,7.2,2.4,1.5,2022,2,1
5450000,123.0,400.0,4.0,1986.0,57.738614,12.051908,61.0,False,True,False,3.252032520325203,3.2,5.7,3.3,7.3,2.0,3.3,2.2,7.3,15.7,2.1,7.5,5.3,7.1,3.2,3.3,2.0,2.2,2.1,2022,2,0
10250000,182.0,927.0,8.0,3425.0,57.693573,12.127541,15.0,False,False,True,5.093406593406593,5.3,9.2,5.3,6.8,5.5,5.4,7.3,6.7,10.0,5.9,8.3,5.5,7.1,5.3,5.3,5.5,5.4,5.5,2021,9,0
6500000,157.0,1698.0,5.0,3540.0,57.747149,12.102431,78.0,False,False,True,10.815286624203821,0.9,8.7,0.8,4.2,4.2,0.8,5.3,4.2,13.4,4.7,4.4,2.4,4.0,0.9,0.8,4.2,0.8,2.4,2022,2,0
